Date,time,Wind Speed(m/s),Wind Direction(degree),Atmospheric Temperature(°C),Atmospheric Humidity(%),24-hour Cumulative Rainfall(mm/24h),Solar Radiation(W/m2)
2026-06-09,00:28:29,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:29:29,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:30:29,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:31:29,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:32:29,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:33:29,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:34:29,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:35:30,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:36:30,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:37:30,0.0,0,15.2,63.5,0.0,0
2026-06-09,00:38:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:39:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:40:30,0.0,0,15.2,63.3,0.0,0
2026-06-09,00:41:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:42:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:43:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:44:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:45:30,0.0,0,15.1,63.4,0.0,0
2026-06-09,00:46:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:47:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:48:30,0.0,0,15.2,63.3,0.0,0
2026-06-09,00:49:30,0.0,0,15.2,63.3,0.0,0
2026-06-09,00:50:30,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:51:31,0.0,0,15.2,63.4,0.0,0
2026-06-09,00:52:31,0.0,0,15.2,63.3,0.0,0
