valid_time,latitude,longitude,d2m,t2m,ssrd,u10,v10,sp,tp,number,expver,humidity
2023-06-05 15:00:00,-34.900000000000006,-71.90000000000003,281.76965,286.60577,2.113928e+06,-0.36117554,0.89416504,99614.25,4.4703484e-08,0,0001,92.81816
2023-06-05 16:00:00,-34.900000000000006,-71.90000000000003,282.2627,288.77762,3.80614e+06,0.43466187,1.160141,99595.06,4.4703484e-08,0,0001,90.49328
2023-06-05 17:00:00,-34.900000000000006,-71.90000000000003,282.71515,290.34857,5.659796e+06,0.32373047,1.2306824,99524.44,4.4703484e-08,0,0001,88.9941
2023-06-05 18:00:00,-34.900000000000006,-71.90000000000003,283.1925,291.39886,7.463352e+06,0.7513733,1.511383,99483.56,4.4703484e-08,0,0001,88.250534
2023-06-05 19:00:00,-34.900000000000006,-71.90000000000003,281.87927,291.28894,9.007188e+06,0.8174286,2.113388,99517.875,4.4703484e-08,0,0001,86.61403
2023-06-05 20:00:00,-34.900000000000006,-71.90000000000003,282.8363,290.7544,1.00645e+07,1.0547485,1.6241302,99518.875,4.4703484e-08,0,0001,88.61858
2023-06-05 21:00:00,-34.900000000000006,-71.90000000000003,283.0277,289.31287,1.0528176e+07,1.1168823,1.4485931,99532.69,8.970498e-07,0,0001,90.83413
2023-06-05 22:00:00,-34.900000000000006,-71.90000000000003,282.51276,287.82452,1.0599332e+07,0.682251,1.4191284,99512.81,8.970498e-07,0,0001,92.16826
2023-06-05 23:00:00,-34.900000000000006,-71.90000000000003,282.229,286.27448,1.0599332e+07,0.7490845,1.5725708,99555.31,8.970498e-07,0,0001,93.95761
2023-06-06 00:00:00,-34.900000000000006,-71.90000000000003,282.07056,284.776,1.0599332e+07,0.06954956,1.3802338,99541.875,8.970498e-07,0,0001,95.90492
2023-06-06 01:00:00,-34.900000000000006,-71.90000000000003,281.47144,284.87646,0.0,-0.61782837,0.8893738,99541.125,0.0,0,0001,94.86881
2023-06-06 02:00:00,-34.900000000000006,-71.90000000000003,281.162,285.36072,0.0,-0.28199768,0.7707367,99524.875,0.0,0,0001,93.713135
2023-06-06 03:00:00,-34.900000000000006,-71.90000000000003,281.08032,283.76672,0.0,0.4971161,1.1225586,99561.06,0.0,0,0001,95.91791
2023-06-06 04:00:00,-34.900000000000006,-71.90000000000003,280.9756,283.29736,0.0,0.5296173,1.2234344,99541.69,0.0,0,0001,96.458305
2023-06-06 05:00:00,-34.900000000000006,-71.90000000000003,280.91113,283.515,0.0,0.091659546,1.1112213,99543.875,0.0,0,0001,96.03771
2023-06-06 06:00:00,-34.900000000000006,-71.90000000000003,280.79553,283.98022,0.0,0.020858765,0.88856506,99554.375,0.0,0,0001,95.178734
2023-06-06 07:00:00,-34.900000000000006,-71.90000000000003,280.72937,283.84442,0.0,0.27023315,0.37794495,99591.75,9.600818e-05,0,0001,95.27981
2023-06-06 08:00:00,-34.900000000000006,-71.90000000000003,280.5763,281.98114,0.0,1.2660065,0.8494568,99603.06,9.600818e-05,0,0001,97.83482
2023-06-06 09:00:00,-34.900000000000006,-71.90000000000003,280.87512,282.18988,0.0,1.1310425,1.3822479,99616.44,9.600818e-05,0,0001,97.97413
2023-06-06 10:00:00,-34.900000000000006,-71.90000000000003,281.44678,282.64447,0.0,0.30955505,1.2301178,99652.44,9.600818e-05,0,0001,98.156395
2023-06-06 11:00:00,-34.900000000000006,-71.90000000000003,281.57263,283.05237,0.0,0.1088562,1.2567444,99695.56,9.600818e-05,0,0001,97.72963
2023-06-06 12:00:00,-34.900000000000006,-71.90000000000003,281.6864,283.26886,618.0,0.07409668,1.2803802,99766.375,9.600818e-05,0,0001,97.57531
2023-06-06 13:00:00,-34.900000000000006,-71.90000000000003,282.1621,283.60236,92128.0,-0.35787964,1.0647278,99820.31,9.600818e-05,0,0001,97.79424
2023-06-06 14:00:00,-34.900000000000006,-71.90000000000003,282.5531,284.68103,368368.0,-0.66371155,0.67474365,99805.69,9.6052885e-05,0,0001,96.767136
2023-06-06 15:00:00,-34.900000000000006,-71.90000000000003,283.13843,285.42206,736724.0,-0.6018219,0.42391968,99777.81,9.6052885e-05,0,0001,96.54316
2023-06-06 16:00:00,-34.900000000000006,-71.90000000000003,283.82153,286.38367,1.295392e+06,0.03617859,0.6026459,99750.06,9.6052885e-05,0,0001,96.14172
2023-06-06 17:00:00,-34.900000000000006,-71.90000000000003,284.57922,288.0221,2.323268e+06,0.7952118,1.2137451,99697.375,9.6052885e-05,0,0001,94.87279
2023-06-06 18:00:00,-34.900000000000006,-71.90000000000003,284.92065,288.7527,3.275328e+06,0.8634949,1.4833984,99634.625,9.6052885e-05,0,0001,94.32113
2023-06-06 19:00:00,-34.900000000000006,-71.90000000000003,285.16943,289.1403,3.9271e+06,0.60417175,1.753067,99604.19,9.6052885e-05,0,0001,94.12847
2023-06-06 20:00:00,-34.900000000000006,-71.90000000000003,285.5987,289.05237,4.369528e+06,0.47460938,1.6962433,99593.625,9.6052885e-05,0,0001,94.876495
2023-06-06 21:00:00,-34.900000000000006,-71.90000000000003,285.52948,288.60168,4.62692e+06,0.19017029,1.8987427,99578.625,9.6052885e-05,0,0001,95.42485
2023-06-06 22:00:00,-34.900000000000006,-71.90000000000003,285.2874,287.8331,4.667188e+06,-0.23199463,1.934967,99562.25,9.691119e-05,0,0001,96.18676
2023-06-06 23:00:00,-34.900000000000006,-71.90000000000003,285.164,287.1342,4.667188e+06,-0.4768982,1.8885956,99569.625,9.691372e-05,0,0001,97.03136
2023-06-07 00:00:00,-34.900000000000006,-71.90000000000003,285.06744,286.62186,4.667188e+06,-0.6035156,1.7873688,99582.44,9.691372e-05,0,0001,97.64765
2023-06-07 01:00:00,-34.900000000000006,-71.90000000000003,285.00928,286.27347,0.0,-0.6721802,1.7430725,99583.5,0.0,0,0001,98.081245
2023-06-07 02:00:00,-34.900000000000006,-71.90000000000003,284.8917,285.93024,0.0,-0.99879456,1.4136658,99537.0,0.0,0,0001,98.41951
2023-06-07 03:00:00,-34.900000000000006,-71.90000000000003,284.5648,285.35632,0.0,-1.066803,1.3804932,99504.25,0.0,0,0001,98.79114
2023-06-07 04:00:00,-34.900000000000006,-71.90000000000003,284.4828,285.1693,0.0,-1.1975708,1.3706665,99489.25,0.0,0,0001,98.95021
2023-06-07 05:00:00,-34.900000000000006,-71.90000000000003,284.28467,284.91974,0.0,-1.1986694,1.4290009,99457.125,0.0,0,0001,99.02753
2023-06-07 06:00:00,-34.900000000000006,-71.90000000000003,283.99606,284.54456,0.0,-1.1967163,1.4690247,99428.31,0.0,0,0001,99.15859
2023-06-07 07:00:00,-34.900000000000006,-71.90000000000003,283.48322,283.9267,0.0,-1.0314636,1.0621185,99440.06,8.5830686e-07,0,0001,99.3177
2023-06-07 08:00:00,-34.900000000000006,-71.90000000000003,282.77386,282.99976,0.0,-0.93266296,1.0836487,99439.125,2.1636479e-06,0,0001,99.6507
2023-06-07 09:00:00,-34.900000000000006,-71.90000000000003,282.26562,282.40112,0.0,-1.0291138,1.1357574,99426.31,2.1636479e-06,0,0001,99.78993
2023-06-07 10:00:00,-34.900000000000006,-71.90000000000003,282.08392,282.1524,0.0,-1.2911835,0.94085693,99421.875,2.1636479e-06,0,0001,99.89373
2023-06-07 11:00:00,-34.900000000000006,-71.90000000000003,282.16467,282.24866,0.0,-1.2185516,0.7835388,99424.31,2.1636479e-06,0,0001,99.86962
2023-06-07 12:00:00,-34.900000000000006,-71.90000000000003,282.08307,282.20325,784.0,-1.3178253,0.7618866,99471.06,2.1636479e-06,0,0001,99.813545
2023-06-07 13:00:00,-34.900000000000006,-71.90000000000003,282.7423,283.03616,124670.0,-1.4199829,0.49505615,99501.5,2.1636479e-06,0,0001,99.54594
2023-06-07 14:00:00,-34.900000000000006,-71.90000000000003,283.70453,284.1591,567870.0,-1.3036194,0.29144287,99520.875,2.1636479e-06,0,0001,99.30141
2023-06-07 15:00:00,-34.900000000000006,-71.90000000000003,284.86688,286.1203,1.478604e+06,-0.9727173,-0.07783508,99515.44,2.1636479e-06,0,0001,98.09642
2023-06-07 16:00:00,-34.900000000000006,-71.90000000000003,285.83032,288.46832,2.962114e+06,-0.2906952,-0.36013794,99511.0,2.1934502e-06,0,0001,96.05971
2023-06-07 17:00:00,-34.900000000000006,-71.90000000000003,286.30194,289.987,4.562858e+06,0.70581055,-0.5348358,99467.375,2.1934502e-06,0,0001,94.55899
2023-06-07 18:00:00,-34.900000000000006,-71.90000000000003,286.32812,290.15607,5.713264e+06,1.3625488,-0.4490204,99454.75,2.1934502e-06,0,0001,94.35622
2023-06-07 19:00:00,-34.900000000000006,-71.90000000000003,286.59143,289.7173,6.749738e+06,1.249176,-0.9633789,99441.125,2.1934502e-06,0,0001,95.365456
2023-06-07 20:00:00,-34.900000000000006,-71.90000000000003,286.49152,289.40967,7.676178e+06,1.5328827,-0.86032104,99482.125,2.1934502e-06,0,0001,95.66341
2023-06-07 21:00:00,-34.900000000000006,-71.90000000000003,286.37488,288.5246,8.124562e+06,1.1464996,-0.85899353,99514.56,2.1934502e-06,0,0001,96.78081
2023-06-07 22:00:00,-34.900000000000006,-71.90000000000003,286.01636,287.005,8.194408e+06,1.0067291,-0.9546356,99534.75,2.1934502e-06,0,0001,98.501015
2023-06-07 23:00:00,-34.900000000000006,-71.90000000000003,285.54382,285.8636,8.194408e+06,1.0128784,-1.0190125,99554.375,2.1934502e-06,0,0001,99.5113
